 APARTAMENTO EN RENTA ZONA 10 - 114mts2 IQ10,Zona 10 ,"$1,350 ","APARTAMENTO EN RENTA IQ1015 avenida 16-37 zona 10Construcción 114mts2 - Nivel 162 Parqueos individualesSala, comedor, cocina con ... "
 Apartamento ¡NUEVO! Edificio Parque 10,Zona 10 ,"Q7,800 ",Apartamento nuevo de 85m2 (3 habitaciones) para RENTA o VENTA con las siguientes características:-Habitación principal con walking closet y baño ... Ver más
" Renta de Apartamento en zona 14, Edificio moderno",Zona 14 ,$999.00 ,"Edificio moderno en zona 14, cerca de Europlaza. Amenidades: salon social, gym, juegos para niños, parqueo de visitas.salacomedorcocina con ... "
" Rento apartamento en zona 10 CERCA FONTABELLA, cerca de AVIA",Zona 10 ,"$1,599 ","EDIFICIO NUEVO EN ZONA 10Cerca de Fontabella y Oakland MallPISCINA, JACUZZI, GYM, AREA DE JUEGOS PARA NIÑOS, SALON SOCIALAMPLIO APTO. ... "
,,,
 Rento apartamento en Zona 10 cerca de OAKLAND BALCON CON VISTA,Zona 10 ,"Q8,800  ","-Sala de visitas-Comedor-Cocina incluye estufa, refrigeradora, campana-Balcón-Lavandería independiente incluye lavadora y secadora-Dormitorio ... "
,,,
 Alquilo Amplios Apartamentos Tel,Chiquimula ,"Q1,200 ","Alquilo Amplios apartamentos tenemos de 1 hambiente qué incluye su cuarto de baño y su regadera y su cuarto en común y un corredor pequeño, ... "
 Se Alquila Apartamento,San Marcos ,"Q1,700 ","3 cuartos, sala, comedor,cocina, garage para 2 carros, patio baño, pila, a un minuto del Hospital Nacional de San Marcos "
 RENTO APTO 2 HABITACIONES AMOBLADO NIVEL 19 VISTAS A CIUDAD MILENIA ZONA 10,Zona 10 ,"Q9,100 ","Hermoso apartamento nuevolinea blanca incluida90m2 de construcción con 2 parqueossalacomedorcocinabaño completo,lavanderíahabitación ... "
" RENTO APTO 3 HABITACIONES CON DORM DE SERVICIO Y JARDÍN Q11,600 SEGHERIA Z14 LA VILLA",Zona 14 ,"Q11,600 ",Hermoso apartamento nuevolinea blanca incluida154m2 de construcción con 2 parqueossalacomedorcocinadormitorio de servicio con baño ... 
" RENTO APTO 2 HABITACIONES NIVEL 11 VISTA PISCINA Q7,800 SEGHERIA Z14 LA VILLA",Zona 14 ,"Q7,800 ",Hermoso apartamento nuevolinea blanca incluida107m2 de construcción con 2 parqueossalacomedorcocincabalcón con vista desde nivel 11baño ... 
,,,
" RENTO APTO 3 HABITACIONES NIVEL 11 VISTA PISCINA Q9,000 SEGHERIA Z14 LA VILLA",Zona 14 ,"Q9,000 ",Rento hermoso apartamento de 136m22 parqueos uno al lado del otro-sala-comedor-cocina con linea blanca--baño de ... 
 Apartamento en renta Ramblas de Cayalá zona 16,Zona 16 ,"$2,500 ","Apartamento en renta Ramblas de Cayalá zona 16Código: AR202146Ubicación: Ramblas de Cayalá, zona 16, segundo nivelConstrucción: 155 ... "
 Alquiler de apartamento zona 10 Urbana,Zona 10 ,"$1,000.00 ","RENTA DE APARTAMENTO EN EDIFICIO MODERNO Zona 10Sector FontabellaPrecio de renta US$1,000 mantenimiento incluidoNivel alto74.48mts + parqueo1 ... Ver más"
 Apartamento en Renta | Nivel 14 | Zona 11 Ciudad de Guatemala | Para Estrenar,Zona 11 ,"Q6,000 ",**3 HABITACIONES**- Cocina Abierta- Sala-Comedor- 2 baños completos- 2 Parqueos- 3 Habitaciones con Closet- Balcon con vista a la ciudad- 1 ... 
 Zona 16 penthouse apartamento Lirios de cayala,Zona 16 ,"$1,800 ","El penthouse en lirios de cayala en renta , 145 mts2, 3 habitaciones 2 baños, 2 parqueos, 2 balcones, el precio incluye mantenimiento e iva, lirios ... "
 Renta de apartamento zona 15 Vista Hermosa,Zona 15 ,$950.00 ,En Alquiler apartamento en zona 15 Vista HermosaMuy amplio 123 mt2 mas dos parqueos3 habitacionesPrincipal con walking closet y bañoSala ... 
 Apartamento en renta zona 10,Zona 10 ,$700.00 (Rebajado 7%),"Apartamento en renta zona 1060 mt2Una habitaciónUn baño completoMedio baño de visitasUn parqueoSala, comedor CocinaIncluye linea ... "
" Apartamento en renta, en Attica zona 14 Ref-2917",Guatemala City ,"$1,650 ","Apartamento en renta, en Attica zona 14 Ref-2917Bodega #7 en sótano 32 Parqueos uno a la par del otro, a tres metros de la bodega en el sótano ... "
 ESTUDIO/APARTAMENTO CON INTERNET Z11 CASA DE FAMILIA ENTRE EL C.U.M. y MIRAFLORES,Zona 11 ,"Q1,300 ","APT. ESTUDIO CON WI-FI Z11 CASA DE FAMILIA ENTRE EL C.U.M. y MIRAFLORES, 2 Habitaciones o ambientes (si pared divisoria tipo estudio) baño grande ... "
,,,
 ESTUDIO/APARTAMENTO CON INTERNET Z11 CASA DE FAMILIA ENTRE EL C.U.M. y MIRAFLORES,Zona 11 ,"Q1,300 ","APT. ESTUDIO CON WI-FI Z11 CASA DE FAMILIA ENTRE EL C.U.M. y MIRAFLORES, 2 Habitaciones o ambientes (si pared divisoria tipo estudio) baño grande ... "
,,,
 Apartamento en Renta zona 1 de la capital a 5 minutos de 4 grados norte y Teatro Nacional.,Zona 1 ,"Q4,200 ","Apartamentos de 2 y 3 habitacionesIncluye: Agua,cuota de mantenimiento,extracción de basura, uso de áreas comunes y seguridad.Desde Q4,300.00.00 ... Ver más"
 Apto amueblado - Disponible para traslado a partir del 10 de abril,Zona 5 ,$850.00 ,"Apartamento en Céntrico, totalmente amueblado:2 habitaciones con walk-in closet2 baños completosSala / comedor / cocinaÁrea de lavandería2 ... "
 Nuevo para Estrenar Apartamento en Parque 10 de tres habitaciones,Zona 10 ,"$1,000.00 ","85 mts2. De ConstrucciónNivel Alto– 3 Habitaciones– 2 baños– Comedor– Sala-Cocina con gabinetes, incluye estufa, refrigeradora, ... "
 CARACTERISTICAS,Guatemala ,"Q4,000  (Rebajado 11%)","Apartamento en alquiler en en 6ta avenida 12-21 zona 1 Ciudad de Guatemala, cuenta con tres habitacion, baño privado, sala, comedor y cocina, se ... "
 APARTAMENTO/ESTUDIO CON WI-FI Z11 CASA DE FAMILIA ENTRE EL C.U.M. y MIRAFLORES,Zona 11 ,"Q1,300 ","APT. ESTUDIO CON WI-FI Z11 CASA DE FAMILIA ENTRE EL C.U.M. y MIRAFLORES, 2 Habitaciones o ambientes (si pared divisoria tipo estudio) baño grande ... "
,,,
 ESTUDIO/APARTAMENTO CON INTERNET Z11 CASA DE FAMILIA ENTRE EL C.U.M. y MIRAFLORES,Zona 11 ,"Q1,300 ","APT. ESTUDIO CON WI-FI Z11 CASA DE FAMILIA ENTRE EL C.U.M. y MIRAFLORES, 2 Habitaciones o ambientes (si pared divisoria tipo estudio) baño grande ... "
" Apartamento en renta, en zona 16 Ref-3014",Guatemala City ,"$1,200 (Rebajado 4%)","Apartamento en renta, en Zona 16 Ref-3014MEDIDAS 185 mts²CARACTERÍSTICAS2 HabitacionesSala GeneralSala FamiliarCocinaComedorPantry ... "
 Alquilo Apartamento en Zona 15,Zona 15 ,$800.00 ,"APARTAMENTO DE 120 M2 DE CONSTRUCCIÓN EN RENTA, ZONA 15* 120 m2 de construcción* 2 Habitaciones* 3 Baños* 1 ParqueoHabitación 1: ... "
 Hermoso apartamento amueblado ó sin muebles. Jardines del Acueducto Zona 10,Zona 10 ,"$1,000.00 (Rebajado 9%)","Hermoso apartamento de 130mts2 de construcción. Cerca de aeropuerto, supermercados y restaurants. Dos habitaciones y cuarto de servicio. Habitación ... Ver más"
 Apartamento en Renta en VH I zona 15:,Zona 15 ,"Q10,100 ","Apartamento en Alquiler, tipo Townhouse, Cond Las Terrazas.Área: 200 m² aprox.Tres habitaciones- Dos baños- Sala- Comedor- Cocina abierta ... "
 Rento precioso apartamento zona 10 lindas amenidades,Zona 10 ,$850.00 ,"Apartamento amueblado en renta zona 10Código: AR202399Ubicación: Zona 10, Edificio AiraliConstrucción: 40 mts2Descripción:•	1 ... "
 Nuevo Apto para renta en Z14! estrenalo,Zona 14 ,$800.00 ,-	2 habitaciones-	2 baños-	64 mts2.-	Sala con balcón-	2 estacionamientos tandem-	Incluye toda línea blanca nueva-	Muebles de baño con ... 
 Alquilo Apartamento en zona 7 | ACODI,Guatemala City ,$506.00 ,Amenidades- Gimnasio- Piscina- Juegos para niños- Coworking- Sala de Cine- Lounge- Tea room- Man cave- Áreas verdesApartamento- Área de ... 
 Alquilo Apartamento en zona 13 | ACODI,Zona 13 ,$850.00 ,- Área de apartamento: 121 m2 + parqueo- Sala / comedor- Cocina- 2 dormitorios- 1 baño- 2 parqueosPrecio de renta: $850 + IVA ... 
,,,
 Alquilo Apartamento amueblado en zona 14 | ACODI,Guatemala City ,"$1,595 ",EdificioGimnasio de alta tecnologíaSauna Húmedo y SecoAcceso a Piscina y JacuzziÁrea de juego para niñosSeguridad las 24 ... 
,,,
 Alquilo Loft en zona 15 | ACODI,Zona 15 ,$600.00 ,- Loft de doble altura- Sala / comedor- Cocina con línea blanca- 1 dormitorio- 2 baños- Área para tender (pequeña)- 1 parqueoPrecio de ... 
 Alquilo Apartamento en zona 14 | ACODI,Guatemala City ,"$1,615 ",- Área de construcción: 188 m2- Área de apartamento: 148 m2- Área exterior: 40 m2- Área de bodega: 14 m2- Vestíbulo de ingreso- Sala / ... 
 Alquilo Apartamento en zona 10 | ACODI,Zona 10 ,$705.00 ,EdificioChurrasqueraGimnasioÁrea verdeJuegos Rooftop verdePlazaApartamentoÁrea de construcción: 66.5 m2Sala / comedorCocina ... 
 Alquilo Apartamento en zona 10 | ACODI,Zona 10 ,"$1,350 ",Edificio - Gym- Área de juegos- 2 Salones de eventosApartamento- Sala- Comedor con balcón- Cocina con estufa y refri- Sala familiar- ... 
 Alquilo Apartamento en zona 10 | ACODI,Zona 10 ,"$1,250 ",Amenidades- Lobby- Sauna- Gimnasio- Salón social- Área de niños- Área de picnic- Salas de reunionesApartamento- Área de apartamento: ... 
,,,
 Alquilo Apartamento amueblado en zona 15 | ACODI,Zona 15 ,$900.00 ,Edificio Vestíbulo y recepciónSalón de usos múltiplesLoungeGimnasioPozo propio2 elevadoresTerraza socialParqueo de visitasDoble ... 
 Alquilo Apartamento en zona 15 | ACODI,Zona 15 ,"$1,200 ",Amenidades- Fitness center- Kids center- Playground- Sauna- Grill deck- Bussines center- Salones para eventos- Área verde- Pet friendly- ... 
 Alquilo Apartamento en zona 13 | ACODI,Zona 13 ,$600.00 ,Amenidades- Salón social- Gimnasio- Área verde- Juegos de niños- Business center- Parqueo de visitasApartamento- Área de construcción: ... 
" Alquilo Apartamento en Vista Hermosa I, zona 15 | ACODI",Zona 15 ,"$2,200 ",Edificio Doble seguridadSeparación entre áreas sociales y privadasIluminación y ventilación naturalBalcones tipo terrazaSistemas de ... 
" Alquilo Apartamento en San Gaspar, zona 16 | ACODI",Guatemala City ,$525.00 ,Amenidades- Terraza de área social- Jardines- Dos garitas de ingresoApartamento- Área de construcción: 75 m2- Sala- Comedor- Cocina- 3 ... 
 Alquilo Apartamento en zona 4 | ACODI,Guatemala City ,$750.00 ,- Área de construcción: 105 m2Sala / comedorCocina1 dormitorio con walk-in closet1 bañoBalcón hacia calle peatonalLavadora y secadora... 
 Alquilo Apartamento en Zona 14 | ACODI,Guatemala City ,"$2,200 ",EdificioLobbySalas de recepciónSalón socialGimnasio y salón para aeróbicosJacuzzi y spaDos piscinasÁreas socialesÁreas verdes... 
 Alquilo Apartamento amueblado en zona 2 | ACODI,Guatemala City ,$870.00 ,"- Sala- Comedor con desayunador- Cocina- Incluye torre de lavandería, refrigeradora, microondas, estufa, camas, etc- Espacio artístico- 3 ... "
 Alquilo Apartamento amueblado en zona 10 | ACODI,Zona 10 ,"$1,100 ",Edificio- Salón para eventos- Bussines center- Piscina- Baño de servicio doméstico- Área de mascotas con pilas para aseo- Gimnasio ... 
,,,
 Alquilo Apartamento en zona 14 | ACODI,Guatemala City ,$850.00 ,Amenidades- Gimnasio- Áreas verdes- Juegos Infantiles- Parqueo de visita- Salón SocialApartamento- Área de apartamento: 117.37 m2- Sala- ... Ver más
,,,
 Alquilo Mini Penthouse en zona 16 | ACODI,Guatemala City ,$695.00 ,Amenidades- Salón social- Terraza- Gimnasio- Business centerApartamento- Sala / comedor- Cocina- 1 dormitorio-  Baño- 1 parqueoPrecio ... Ver más
" Alquilo Apartamento en La Montaña, zona 16 | ACODI",Guatemala City ,"$1,100 ",Amenidades- Gimnasio- Salón Social- Área verdeApartamento- Sala- Comedor- Cocina- Balcón- Baño de visitas- Sala familiar con baño- ... 
" Alquilo Apartamento en Vista Hermosa II, zona 15 | ACODI",Zona 15 ,"$1,100 ",Amenidades- Business center- Gimnasio- Jardín para niños- SeguridadApartamento- Área de construcción: 97 m2- Acabados de lujo- Aire ... 
 Alquilo Apartamentos en Zona 14 | ACODI,Guatemala City ,"$2,400 ",EdificioLobbySalas de recepciónSalón socialGimnasio y salón para aeróbicosJacuzzi y spaDos piscinasÁreas socialesÁreas verdes... 
 Alquilo Apartamento en zona 10 | ACODI,Zona 10 ,"$1,500 ",Edificio- Torre de 18 niveles con un diseño contemporáneo- Seguridad y circuito cerrado 24/7- Elevadores con sistemas de ahorro de energía- ... 
,,,
 Alquilo Apartamento amueblado tipo loft en zona 4 | ACODI,Guatemala City ,$735.00 ,Amenidades- Área social- Área de cocina- Área de lectura- Área para asadosApartamento - Sala / comedor- Cocina- Incluye línea blanca- ... Ver más
 Alquilo Apartamento en zona 7 | ACODI,Guatemala City ,$560.00 ,Amenidades- Gimnasio- Área verde- Salón social- Business center- Parqueo de visitasApartamento - Área de apartamento: 61 m2- Sala / ... 
 Alquilo Apartamento en zona 12 | ACODI,Zona 12 ,$735.00 ,Amenidades- Área común de lavandería- Terraza- Rooftop- Business center- Área de juegos- Parqueo de visitasApartamento- Área de ... 
" Alquilo Apartamento en Vista Hermosa, zona 15 | ACODI",Zona 15 ,$820.00 ,"Amenidades- Piscina- Business center- Área de niños- Salón de usos múltiples- Spa- Área de BBQ- Área comercial con restaurantes, bancos, ... Ver más"
 Alquilo Apartamento en zona 14 | ACODI,Guatemala City ,"$2,000 ","EdificioDeck para yogaÁrea de lecturaEstudio de arte, músicaSalón de eventosBusiness centerGimnasioCancha de squashJardín para ... "
 Alquilo Apartamento amueblado en zona 12 | ACODI,Zona 12 ,$535.00 ,Edificio- Área de lavandería (máquinas de monedas)Apartamento - Área de apartamento: 61 m2- Sala con un sofá y  butaca- Amueblado de ... 
" Alquilo Apartamento amueblado en Vista Hermosa I, zona 15 | ACODI",Zona 15 ,"$1,200 ",Edificio- Lobby- Salón Social- Business Center- Gimnasio- Juegos para Niños- Área de Barbecue- Área de Servicio para personal del día- ... 
 Alquilo Apartamento en zona 10 | ACODI,Zona 10 ,"$1,700 ",- Área de construcción: 178 m2- Sala- Comedor- Cocina- Sala familiar- 1 dormitorio servicio con baño- 3 dormitorios- Baño- 2 ... 
 Alquilo Apartamento en Km 8 Carretera al Salvador | ACODI,Santa Catarina Pinula ,"$2,500 ",Amenidades- Juegos infantiles- Salón comunal- Gimnasio- PiscinaApartamento- Área de apartamento: 329 m2- 2 salas- Comedor- Cocina nueva- ... Ver más
,,,
 Alquilo Apartamento en Km 8 Carretera al Salvador | ACODI,Carretera a El Salvador ,"$2,500 ",Amenidades- Juegos infantiles- Salón comunal- Gimnasio- PiscinaApartamento- Área de apartamento: 329 m2- 2 salas- Comedor- Cocina nueva- ... Ver más
,,,
 Alquilo Apartamento amueblado en zona 14 | ACODI,Guatemala City ,"$1,895 ",EdificioGimnasio de alta tecnologíaSauna Húmedo y SecoAcceso a Piscina y JacuzziÁrea de juego para niñosSeguridad las 24 ... 
" Alquilo Apartamento amueblado en La Montaña, zona 16 | ACODI",Guatemala City ,$475.00 ,- Tipo estudioSalón / comedorCocina (refrigeradora y estufa eléctrica)1 dormitorio con clóset1 baño completo- Balcón1 parqueoPrecio ... Ver más
 Alquilo Apartamento amueblado en zona 14 | ACODI,Guatemala City ,"$2,595 ",EdificioGimnasio de alta tecnologíaSauna Húmedo y SecoAcceso a Piscina y JacuzziÁrea de juego para niñosSeguridad las 24 ... 
 Alquilo Apartamento en zona 14 | ACODI,Guatemala City ,"$1,100 ",Amenidades- Área social con piscina- Juegos infantiles- Gimnasio- 2 elevadores- Garita- Parqueo de visitasApartamento - Área de ... 
 Alquilo Apartamento en zona 16 | ACODI,Guatemala City ,$570.00 ,Residencial- Salón social- Área de juegos para niños- Jardines- Garita de control de ingresoApartamento - Área de construcción: 80 m2- ... 
,,,
" Alquilo Apartamento amueblado en La Montaña, zona 16 | ACODI",Guatemala City ,$575.00 ,- Sala / comedor- Cocina (refrigeradora y estufa eléctrica)- 1 dormitorio con clóset- 1 baño completo- 1 parqueoPrecio de renta: $575 ... 
 Alquilo Apartamento en zona 4 | ACODI,Guatemala City ,$600.00 ,Sala / comedorCocina1 dormitorio con cama y 2 mesitas de noche1 bañoBalcón hacia calle peatonalLavadora1 parqueoPrecio de renta: $600 ... 
" Alquilo Apartamento Atrium, zona 10 | ACODI",Zona 10 ,"$1,900 ","EdificioExcelente ubicación y seguridadAmenidades: área de recepción, salón social, área verde. piscina y jacuzzi, bar y café y ... "
" Alquilo Apartamento en Vista Hermosa IV, zona 16 | ACODI",Guatemala City ,$850.00 ,Edificio- GimnasioApartamento- Área de apartamento: 120 m2- Sala- Comedor- Cocina- 2 dormitorios con clóset- 1 baño compartido- 1 mini ... 
 Alquilo Apartamento amueblado en zona 14 | ACODI,Guatemala City ,$900.00 ,- Amueblado  y equipado- Sala / comedor- Cocina- Baños de visitas- 1 dormitorio con walk-in closet y baño- Lavandería- 2 parqueosPrecio de ... 
" Alquilo Apartamento en Cayalá, zona 16 | ACODI",Guatemala City ,"$1,470 ",Amenidades- Spa- Yoga- Sauna- Terrazas- Gimnasio- 2 piscinas- Coworking- Salón social- Cava de vinos- Salas de reuniones- Underground ... 
" Alquilo Apartamento en Vista Hermosa I, zona 15 | ACODI",Zona 15 ,$725.00 ,"- Área de construcción: 99 m2- Sala / comedor- Cocina con gabinetes (fregadero, estufa y refrigeradora)- Dormitorio de servicio (o bodega)- 2 ... "
 SE RENTA APARTAMENTO EN EDIFICIO VIDALTA EN ZONA 11,Zona 11 ,"Q4,200 ",NUEVO PARA ESTRENAR53.05 m² De construcción2 Habitaciones1 Baño completo1 ParqueoSalaComedorCocina con gabinetesBalcónÁrea de ... 
" Apartamento en renta zona 14, amueblado de 3 habitaciones",Zona 14 ,"$2,500 ",Alquiler de apartamento en zona 14 de 3 habitaciones amuebladoUn proyecto exclusivo con excelente seguridad y remodelado al final de las ... 
,,,
 Alquilo apartamento con jardín en zona 16,Zona 16 ,"Q5,500 ","Apartamento en alquiler equipado y con jardín, en primer nivel, en excelente ubicación de zona 16, de 2 dormitorios, 1 baño, sala-comedor, acceso ... "
,,,
" Apartamento en renta Acantos Cayalá de 2 habitaciones, Zona 16",Zona 16 ,"$2,600 ","Condominio con amplios espacios verdes para disfrutar en familia, exclusivo y cercano a CayaláSala, comedor con cocina integrada con isla y salida ... Ver más"
" Apartamento en renta, en Las Charcas Zona 11 Ref-2911",Guatemala City ,"Q4,800 ","Apartamento en renta, en Las Charcas Zona 11 Ref-2911Nivel medio106 mts3 habitaciones la principal con baño y walking closetLas otras 2 ... "
 ALQUILER APARTAMENTO EN ZONA 13 / ACODI,Zona 13 ,"Q4,500 ",Amenidades– Salón social– Gimnasio– Área verde– Juegos de niños– Business center– Parqueo de visitasApartamento– Área de ... 
 APARTAMENTO AMUEBLADO EN RENTA - ZONA 10 codig.DA22834A,Zona 10 ,"$1,250 ","AMUEBLADOCuenta con :sala,comedor,cocina,lavandería,2 dormitorios,2 baños,2 parqueos,línea blanca.Edificio consalón social, ... "
 APARTAMENTO EN RENTA EN ZONA 14,Zona 14 ,"$1,450 ","* 3 Habitaciones ( Principal con Walking closeth y baño privado con tina, Secundarias comparten baño )* Sala* Comedor* Cocina* Balcón ... "
,,,
 RENTO APARTAMENTO EN SANTA MARIA LAS CHARCAS ZONA 11,Zona 11 ,"Q4,800 ",Nivel medio106 m²SalaComedorCocina con gabinetes3 Habitaciones la principal con baño y walking closetLas otras 2 habitaciones comparten ... 
 SE RENTA APARTAMENTO EN EDIFICIO MARISCAL UNO-UNO ZONA 11,Zona 11 ,"Q5,000 ",60 m² De construcción2 Habitaciones2 Baños completos2 Parqueos TANDEMSalaComedorCocina con gabinetesÁrea de lavanderíaBalcón con ... 
 RENTO APARTAMENTO AMUEBLADO Y EQUIPADO EN ZONA 5 EDIFICIO CENTRICO,Zona 5 ,"$1,000.00 ","135.04 m²2 ParqueosSala, comedor, cocina3 Dormitorios el principal con baño y closetCon acceso a balcón2 Dormitorios comparten ... "
 Apartamento Carretera al Salvador,Carretera a El Salvador ,"Q3,450 (Rebajado 3%)",Apartamento nuevo en BARI Carretera a el SalvadorNivel 7Descripción:•Parqueo para 2 vehículos•Sala y comedor con •Balcón•Cocina ... 
 MARISCAL 180 APARTAMENTO ZONA 11,Zona 11 ,"Q4,450 ","APARTAMENTO EN RENTA MARISCAL 180° 18 calle zona 11, Colonia Mariscal Nivel alto 1 habitación - 58mts2 1 Parqueo Sala. comedor, cocina Área de ... "
 APARTMENT FOR RENT ZONE 13 code.DA13169,Zona 13 ,$598.00 ,"112 mt cuadrados mas el espacio que se tiene de 2 parqueos que están uno al lado del otro.- Sala,- comedor,- cocina,- lavandería,- 2 cuartos- ... "
 RENTO APARTAMENTO EN EDIFICIO AMI ZONA 10 DE MIXCO,Zona 10 ,"Q3,200 ","Nivel alto linda vista62 m²Balcón3 HabitacionesSala, comedor y cocina1 BañoLavandería1 ParqueoCalentador general para el apartamento ... "
 Apartamento en Alquiler en Zona 4 de Mixco en Vistas de la Floresta,Zona 4 ,"Q6,500 ","3 dormitorios2.5 baños2 estacionamientos100 m²de construcciónMantenimiento: Q1,312.00 (Incluido en precio de Renta).Descripción:• ... "
" Apartamento zona 15, Las Terrazas.",Zona 15 ,"$1,300 ","Apartamento tipo townhouse, 3 habitaciones,2 Baños, remodelado ,2 parqueos, habitacion y baño de servicio, sala, comedor. "
,,,
 RENTA Y VENTA DE APARTAMENTO EN EDIFICIO ATOM CUATRO EN ZONA 4 PARA ESTRENAR,Zona 14 ,"Q1,360,000 ","Ruta 5, zona 4NUEVO PARA ESTRENARDISEÑO INDUSTRIAL CON MEZZANINE90 m² De construcción incluye 2 parqueos2 Habitaciones1 MEZZANINE que ... "
,,,
 Apartamento en alquiler Acantos de Cayala zona 16,Zona 16 ,"$3,000 ",Apartamento en alquiler Acantos de Cayala zona 16Acantos de Cayala zona 16 apartamento en rentaEspectacular apartamento en ciudad Cayala ubicado ... Ver más
 Alquiler de apartamento en Parque San Angel,Zona 2 ,"Q4,200 ","Cuenta con Sala con balcon, comedor cosinaArea de lavandería2 baños1 habitacion principal con closet2 habitaciones secundarias con closet.2 ... "
 Renta de apartamento en zona 16 en Ciudad Cayalá Edificio Durián,Zona 16 ,"$2,750 ","Alquiler de apartamento Zona 16, Ciudad Cayalá de 3 habitaciones. Durian CayaláEdificio situado en el centro de Ciudad Cayalá, con acceso a ... "
 Renta de apartamento en zona 10,Zona 10 ,$675.00 ,- Amueblado- 60 mts2- Sala- Comedor- Cocina- 1 habitación- 1.5 baños- Jardín pequeño- 1 parqueo 
 RENTO APARTAMENTO AMUEBLADO EN NARAMA ZONA 13,Zona 13 ,$650.00 ,36 m²1 Habitación1 Baño completoCocinaSofá y escritorioEstufa eléctrica y refrigeradoraAmplio balcón con mesita y sillas1 ParqueoEl ... Ver más
,,,
 Apartamento Amueblado en renta zona 10,Zona 10 ,"$1,500 ",Sala comedor cocinaLavanderíaBaño de visitasDormitorio de servicioDormitorio principal con baño y w/closet1 dormitorio secundario con ... 
 RENTO APARTAMENTO EN EDIFICIO HABITAT CIUDAD VIEJA EN ZONA 10,Zona 10 ,"$1,000.00 ","NUEVO PARA ESTRENARNivel 296 m² De construcción3 Dormitorios el principal con walking closet, balcón y baño2 Baños completos2 Parqueos ... "
 Apartamento Amueblado en renta y venta zona 10,Zona 10 ,$900.00 ,Sala comedor cocina lavanderíaBalcónBaño de visitas1 dormitorio con baño y w /closet84mts2 parqueoRenta $. 900.00 incluye ... 
 APARTAMENTO EN RENTA EN ZONA 10 PARA ESTRENAR,Zona 10 ,"Q8,500 ","- 96 Mts². De construcción- 3 Habitaciones ( Principal con W.C y baño privado, secundarios comparten baño )- Sala- Comedor- Cocina- 3 ... "
" APARTAMENTO EN RENTA EN ZONA 16, SECTOR LA MONTAÑA",Zona 16 ,"Q7,000 ","- 180 Mts². De construcción- 3 Habitaciones ( Principal con W.C y baño privado, secundarios comparten baño )- Sala- Comedor- Cocina- ... "
" APARTAMENTO EN RENTA EN ZONA 16, SECTOR LA MONTAÑA",Zona 16 ,"Q5,500 ",- 90 Mts². De construcción- 1 Dormitorio con WC. y baño privado- Sala- Comedor- Cocina- Área de lavandería- Baño de visitas- 1 ... 
 Apartamento en alquiler zona 15 amueblado de lujo,Zona 15 ,"$2,300 ",Apartamento en renta zona 15 amueblado de 3 dormitoriosEspectacular apartamento ubicado en nivel alto con vista hacia los volcanesModernoEquipado ... 
 Apartamento en renta en Zona 14 de 3 dormitorios,Zona 14 ,"$2,300 ","Apartamento en renta en Zona 14, Azure KatorceRenta de apartamento moderno con hermosa vista en Zona 14.- Sala- Comedor- Cocina con isla de ... "
 Apartamento en alquiler zona 14 Gaudí 3 habitaciones.,Zona 14 ,"$3,000 ",Apartamento en alquiler zona 14 Gaudí 3 habitaciones.Apartamento amplio en edificio exclusivoBalcón amplio con jardínubicado en piso ... 
,,,
 ALQUILO AMPLIO APARTAMENTO AMUEBLADO Y EQUIPADO EN ZONA 10,Zona 10 ,"$1,650 ","En Excelente ubicación, edificio Santa María Zona 10, cerca de Plaza FontabellaNivel bajo170 M2 de construcción + 3 parqueos + bodega3 ... "
,,,
 Apartamento en renta zona 10,Zona 10 ,"$1,500 ","Sala comedorCocinaLavanderíaDormitorio de servicioDormitorio principal con baño y w /closet, balcón2 dormitorios secundarios con closet ... "
" Alquilo Apartamento para ESTRENAR! en Edificio Habitat, zona 10",Zona 10 ,"$1,000.00 ","NUEVO PARA ESTRENAR ! con 96mts2. de construcción, cuenta con:– 3 Dormitorios (Principal con walk-in closet, Balcón y Baño)– 2 Baños ... "
" Renta apartamento amueblado zona15, triva",Zona 15 ,"$1,200 ","107 mts apartamento, amueblado , 2 habitaciones con closets, comedor y cocina equipada , sala con balcón ,2 baños completos, área de lavandería, 2 ... "
 RENTO LINDO APARTAMENTO EN TIFFANY ZONA 14,Zona 14 ,"$1,300 "," SalaComedorCocina2 Habitaciones2 BañosSalón social, parqueo de visitas, gimnasio, juegos para niñosPrecio de renta $1,300 mantenimiento e ... Ver más"
" Apartamento en renta zen cayala, z16, llámanos.",Zona 16 ,"$2,000 (Rebajado 5%)","Apartamento amueblado en zona 16, cerca a la embajada americana, 2 habitaciones, 3 Baños, jardín con grama , cuarto de servicio con baño , 2 ... "
,,,
" Apartamento en renta San Patricio 1, zona 14.escríbenos.",Zona 14 ,"$1,500 ","El apartamento cuenta con , 2 habitaciones más estudio, con habitación y baño de servicio , 3.5 Baños, no tiene bodega, 2 estacionamientos, sala , ... "
" Apartamento en alquiler la Solana , zona 15, contáctanos .",Zona 15 ,"$1,000.00 ","Apartamento ubicado en sector san Lázaro dentro de condominio, cuenta con áreas verdes extensas , juegos de niños y área para caminar .El ... "
" Apartamento en renta con linea blanca, en zona 10 Ref-2874",Guatemala City ,"$1,600 ","Apartamento en renta con linea blanca, en zona 10 Ref-2874220 mts² de apartamentoSalaComedorBalcón en los dormitoriosBaño de visitas... "
